Cod_CP,Nome_CP,Nome_professione (vedi esempi),Annuncio
5.2.2.3.2,Camerieri di ristorante,commis de range ristorante,"descrizione
Per la sala di una prestigiosissima Azienda Fashion&Luxury

ricerchiamo 1 Commis de Rang che supporti lo Chef de Rang in questa esclusiva

e raffinata struttura dove convivono tre format diversi: la caffetteria, il ristorante

e il luonge bar.

responsabilità
Tra le attività del commis di sala troviamo: la preparazione dei tavoli,
l’organizzazione della mise en place del ristorante, la spola tra la sala da pranzo e le cucine per servire i piatti ai tavoli.
competenze
Il/la candidato/a ideale deve aver maturato esperienza pregressa nel settore, possiede ottime doti relazionali e comunicative in un contesto esclusivo. Parla fluentemente la lingua inglese.
Sede di lavoro: Milano
Si offre un contratto full time con due tipologie di turni su 5 giorni, spezzato per
2 giorni e continuo per 3, per un tempo determinato diretto con l’Azienda con
prospettiva di assunzione a TI.
livello di studio
Licenza media"
5.2.2.3.2,Camerieri di ristorante,commis de range ristorante,"descrizione
Randstad Italia, Hospitality & Food ricerca per struttura alberghiera 5 stelle un Commis de Rang
responsabilità
La risorsa si dovrà occupare del servizio ai tavoli nei turni di colazioni, pranzo e cena.
Dovrà occuparsi di preparazione sala per banchetti, accoglienza clienti e rispettare gli standard elevati della struttura.
competenze
Il/la candidato/a ideale ha una presenza curata, ottime doti relazionali, passione per il settore hospitality.
E' indispensabile conoscenza fluente della lingua inglese, disponibilità a lavoro su turni da lunedì a domenica con possibilità di orario spezzato.
Sede di lavoro: Milano Porta Genova.
livello di studio
Licenza media"
5.2.2.3.2,Camerieri di ristorante,commis di sala,"per stagione estiva 2020 5 mesi cerchiamo
commis di sala (anche prima esperienza)
cerchiamo sia figure maschili che femminili per stagione estiva
no alloggio
Contratto di lavoro: Tempo pieno, Part-time, Tempo determinato
Esperienza:
commis di sala o simili: 1 anno (Opzionale)"
5.2.2.3.2,Camerieri di ristorante,commis di sala,"Manpower S.r.l. seleziona per struttura a 5 Stelle un Commis di Sala. Il/la candidato/a ideale ha maturato esperienza in contesti alberghieri e/o ristorativi di alto livello. La risorsa si occuperà di: allestire la sala, accogliere i clienti, prendere le ordinazioni, organizzare il servizio a buffet per le prime colazioni e curare la pulizia delle attrezzature e degli spazi. Buone doti organizzative, resistenza allo stress, affidabilità e cortesia ne completano il profilo.
Si richiede, inoltre, buona conoscenza della lingua inglese.
Gradito il possesso dell'attestato HACCP.
Si offre: contratto stagionale da aprile a fine settembre.
Orario di lavoro: full time su turni su 6 giorni.
Luogo di lavoro: Sorrento.
Manpower è una compagnia eticamente responsabile. Il servizio è gratuito. I candidati ambosessi (L.903/77 - D.Lgs. n.198/2006) sono invitati a leggere l'informativa Privacy su www.manpower.it Aut. Min. Prot. N. 1116 - SG - del 26/11/04.
Il titolare della registrazione e/o candidatura dichiara di essere a conoscenza delle sanzioni penali previste in caso di dichiarazioni mendaci o contenenti dati non più rispondenti a verità come previsto dal D.P.R. nº445 del 28.12.2000
Contratto di lavoro: Tempo pieno
Esperienza:
commis di sala a sorrento (na) o simili: 1 anno (Opzionale)"
5.2.2.3.2,Camerieri di ristorante,commis di sala,"PER RISTORANTI – NAPOLI E SAN GIORGIO A CREMANO (NA)
Le risorse scelte, che lavoreranno in alternanza tra le strutture di Napoli e di San Giorgio, si occuperanno di allestire e riordinare la sala, di supportare i camerieri nel servizio in sala, di sbarazzare i tavoli.
Il lavoro si svolgerà su 6 giorni settimanali con riposo infrasettimanale; alcuni giorni richiederanno un impegno full time con un turno spezzato, altri, invece, un impegno part time (serale o diurno); la turnazione verrà definita periodicamente.
L’OFFERTA È PER IL PERIODO ESTIVO: OSSIA DA FINE GIUGNO AD INIZIO SETTEMBRE.
Requisiti fondamentali:
età preferibilmente compresa tra i 20 ed i 45 anni;
esperienza nella mansione;
mezzo proprio di trasporto.
Si richiede:
disponibilità al lavoro su turni – anche sabato e domenica;
flessibilità a spostarsi tra i ristoranti di Napoli e San Giorgio.
Disponibilità per i mesi estivi, passione per il lavoro, flessibilità negli orari e negli spostamenti, propensione al lavoro di squadra, spiccato orientamento alla qualità del servizio e forte motivazione completano il profilo.
Sede di lavoro: Napoli e San Giorgio a Cremano (NA)."
5.2.2.3.2,Camerieri di ristorante,commis di sala,"Per importante realtà di hotellerie su Milano (MI) ricerchiamo n. 2 COMMIS DI SALA.
Si richiede:
pregressa esperienza di almeno due anni in contesti strutturati o realtà luxury;
standing adeguato alla posizione richiesta;
passione verso il mondo della ristorazione, cura del cliente e dei dettagli;
ottime capacità di problem solving;
propensione al lavoro di squadra;
conoscenza fluente della lingua inglese.
Si propone contratto di lavoro full-time o part-time con prospettiva di inserimento in azienda. La struttura non offre alloggio."
5.2.2.3.2,Camerieri di ristorante,commis di sala,"L’Hassler Roma, prestigioso Hotel 5 stelle Lusso al centro di Roma, seleziona un Commis di sala e piani.
Il profilo ideale ha maturato esperienza nel ruolo dì almeno un anno in hotel 5 stelle lusso, ""Leading Hotels of the World"".
Si richiede inoltre: ottima conoscenza della lingua inglese; disponibilità a lavorare su turni serali e nei weekend; ottima predisposizione nei rapporti con il pubblico e con il gruppo di lavoro, flessibilità.
Oggetto obbligatorio: Commis di sala e piani"
5.2.2.3.2,Camerieri di ristorante,commis di sala,"Yeswenet seleziona
COMMIS DI SALA
per la prossima stagione estiva.
Cerchiamo candidati che abbiano maturato esperienza base nel ruolo, ossia nelle seguenti attività:
supporto ai camerieri di sala nel servizio al tavolo
pulizia delle attrezzature
preparazione dei coperti
Skills richieste: velocità di apprendimento, dinamismo, cordialità e spirito di lavoro di gruppo.
MODALITA' DI INSERIMENTO: Contratto a tempo determinato stagionale, full time su tre turni (a rotazione: colazione, pranzo, cena) con un riposo infrasettimanale.
DURATA DEL CONTRATTO: da metà Giugno a metà Settembre 2020.
Vitto e alloggio a carico della struttura."
5.2.2.3.2,Camerieri di ristorante,commis di sala,"""Antica Focacceria San Francesco"" è un format appartenente a FC Retail S.p.A, del Gruppo CIRFOOD e Feltrinelli. Il concept propone piatti tipici della tradizione culinaria siciliana, alla ricerca dei sapori del territorio.
Per il punto vendita di Roma Termini, si ricerca un:
Commis di sala - Tirocinio:
Il candidato ideale dovrà supportare lo staff di sala e di banco nello svolgimento delle seguenti attività:
accogliere gli ospiti ed accompagnarli ai tavoli;
illustrare il menù e la carta dei vini;
consigliare agli ospiti il giusto accostamento tra pietanze e bevande;
allestire la sala.
La figura ricercata ha una formazione alberghiera ed una spiccata passione per il settore della ristorazione. Distinta capacità relazionale e la conoscenza dell'inglese completano il profilo.
"
5.2.2.3.2,Camerieri di ristorante,commis/cameriere di sala,"Idea Lavoro SpA, sta selezionando per Ristorante American Bar in Roma Centro:
COMMIS – CAMERIERE DI SALA
con le seguenti caratteristiche:
esperienza nel ruolo presso bar/ristorante
disponibilità immediata a lavorare e in orario serale (dalle 19.00) dal lunedì alla domenica con un giorno di riposo
Si offre: contratto di somministrazione a tempo determinato CCNL TURISMO PUBBLICI ESERCIZI-CONFCOMMERCIO con possibilità di proroga e inserimento.
L’orario di lavoro sarà prevalentemente nelle fasce serali (dalle 19:00 alle 01:00)
I candidati in possesso dei requisiti, possono inviare la loro candidatura con CV in linea alla mail: filiale.milano@idealavoro.it e riportare in oggetto il riferimento: COMMIS – CAMERIERE DI SALA"
5.2.2.3.2,Camerieri di ristorante,commis di sala,"Per il nostro Baglioni Hotel Cala del Porto situato sull'elegante porto di Punta Ala (GR), dallo strepitoso panorama con vista sull'Isola d’Elba, e lo sfondo della Corsica, ricerchiamo per la stagione estiva 2020
commis di sala
La risorsa andrà a curare le seguenti di attività:
Servizio ai tavoli
Allestimento sala
Gestione rimpiazzo del buffet
Servizio banqueting
Il candidato possiede i seguenti requisiti:
capacità a lavorare in team
buone capacità di ascolto e apprendimento
buona predisposizione al contatto con il cliente
ottima conoscenza della lingua inglese (b2, c1)
esperienze in strutture di pari livello
Contratto di lavoro: Tempo determinato
Esperienza:
commis di sala o simili: 1 anno (Opzionale)"
5.2.2.3.2,Camerieri di ristorante,commis di sala/addetto alla cassa,"Siamo alla ricerca di una risorsa da inserire presso il nostro Flagship store a Milano.
Il candidato ideale possiede i seguenti requisiti:
Titolo di studio: Diploma turistico alberghiero (indirizzo sala) o corso specialistico equivalente.
Esperienza e motivazione: Esperienza di lavoro presso ristorante per minimo 1 anno, passione per il F&B (hotel e ristoranti), lavori stagionali (hotel e ristoranti) ed altri flussi.
Competenze e responsabilità:
La figura si occupa della gestione della cassa e della preparazione della sala.
Tiene in ordine la tavola durante il servizio facendo sì che la stessa non sia mai sprovvista di tutto ciò che è necessario per proseguire il pasto. Gestisce ed amministra le operazioni di cassa.
Ha inoltre il compito di tenere sempre pulite e in ordine le attrezzature di lavoro.
Abilità: Ottimo livello di organizzazione, atteggiamento positivo, proattivo ed ottima conoscenza della lingua inglese. La conoscenza di altre lingue costituisce un plus.
Requisiti personali: Presenza curata, resistenza allo stress, flessibile e veloce, ottime capacità di relazione, predisposizione alla vendita, rispettoso delle procedure e dei processi."
5.2.2.3.2,Camerieri di ristorante,tirocinio commis di sala,"Per prestigiosa struttura alberghiera in Venezia stiamo selezionando 1 Stagista per attività di Welcome breakfast che si occupa di accogliere la clientela, accompagnarla al tavolo assegnato, prendere eventuali ordinazioni e prenotazioni per pranzi e cene.
La risorsa che desideriamo incontrare possiede un diploma, gradito in ambito alberghiero, ha una buona conoscenza della lingua inglese, ottime doti comunicative e relazionali, flessibilità e disponibilità al lavoro full time su turni dal lunedì alla domenica con riposo compensativo.
by helplavoro.it"
5.2.2.3.2,Camerieri di ristorante,commis di sala,"Ricerca del personale di sala per nota realtà milanese
Contratto di lavoro: Tempo pieno, Part-time, Tempo determinato, Tempo indeterminato
Stipendio: €20.000,00 /anno"
5.2.2.3.2,Camerieri di ristorante,commis di sala,"NETMI Agenzia per il lavoro spa, filiale di Roma seleziona per Bistrò in centro Roma un Commis de Rang.
La persona si occuperà del servizio al tavolo, presa di comanda, accoglienza del cliente e sbarazzo del tavolo.
competenze richieste:
esperienza pregressa nella mansione
predisposizione al servizio e ascolto
preferibile conoscenza dell'inglese
conoscenza servizio alla francese
tipologia di contratto:
Somministrazione
provincia luogo di lavoro:
RM
categoria professionale:
PRODUZIONE
settore:
ALBERGHI E RISTORANTI
orario:
FULL TIME"
5.2.2.3.2,Camerieri di ristorante,commis di sala,"MIRA Hotels & Resorts ricerca per Resort 4* in Piemonte un/a Commis di Sala.
I candidati dovranno possedere i seguenti requisiti:
Consolidata esperienza nel ruolo in contesti ristorativi dagli alti standard qualitativi e professionali;
Buona conoscenza della lingua inglese e tedesca;
Attitudine e passione per la professione;
Capacità di lavorare all'interno di un team;
Capacità organizzative;
Doti comunicative e custormer minded;
Educazione e cura personale;
Conoscenza della normativa HACCP.
Si offre inserimento diretto in Azienda; Vitto e Alloggio e una retribuzione di sicuro interesse commisurata alle reali capacità. La ricerca è rivolta a persone di entrambi i sessi ( legge 903/77)."
5.2.2.3.2,Camerieri di ristorante,commis/cameriere di sala,"si seleziona apprendista o commis cameriere/a sala, periodo indicativo 15 giugno 31 agosto + extra week-end/fiere residente in zona Rimini nord dianaht@tin.it - 0541 738158"
5.2.2.3.2,Camerieri di ristorante,commis di sala,"MANPOWER SRL ricerca, per struttura ricettiva 4 stelle, la seguente figura professionale:
COMMIS DI SALA
Il/la candidato/a ideale è in possesso dei seguenti requisiti:
Diploma di scuola superiore
Pregressa esperienza nella mansione di COMMIS DI SALA
Disponibilità a lavorare 6 giorni su 7 compresi weekend
Disponibilità all'assunzione immediata.
Sede: Bacoli
Si offre iniziale inserimento in stage (rimborso spese previsto di 500,00), finalizzato alla successiva assunzione."
5.2.2.3.2,Camerieri di ristorante,commis di sala,"Tempi Moderni Spa, agenzia per il lavoro, ricerca per nota trattoria di Bologna:
CAMERIERA/E
Requisiti :
Esperienza pregressa nel ruolo
E' richiesta disponibilità immediata e a lavorare su turni ( anche sabato e domenica )
Si offre inserimento in stage finalizzato all'assunzione
Orario di lavoro: Full time
E' richiesta disponibilità immediata e a lavorare su turni ( anche sabato e domenica )
Sede di lavoro: SCANDELLARA, ZONA ROVERI (BOLOGNA)"
5.2.2.3.2,Camerieri di ristorante,"COMMIS DI SALA O DI CUCINA APPARTENENTE ALLE CATEGORIE PROTETTE,","During S.p.A. è regolarmente autorizzata dal Ministero del Lavoro ai sensi del D.lgs. 276/03 (Aut. Def. Min. Lav. Prot.1180/SG del 13/12/04) - Filiale di Roma (RM)                                                                                                                                                             During S.p.a agenzia per il lavoro, seleziona un commis di sala o un commis di cucina appartenente alle categorie protette EX ART 1 68/99.
La risorsa lavorerà c/o una prestigiosa struttura sita in Via Veneto e sarà inserita nel gruppo armonizzandosi con le altre risorse già facenti parte dell’organico aziendale.
Si richiedono capacità organizzative e disponibilità a lavorare su turni.
Zona di lavoro : Roma centro
Orario : full time
Tipo di contratto: da definirsi insieme al cliente
Requisiti:
La risorsa lavorerà c/o una prestigiosa struttura sita in Via Veneto e sarà inserita nel gruppo armonizzandosi con le altre risorse già facenti parte dell’organico aziendale.
Si richiedono capacità organizzative e disponibilità a lavorare su turni.
Zona di lavoro : Roma centro
Orario : full time
Tipo di contratto: da definirsi insieme al cliente"
